full_id,FMNH-INS#,drawer_id,tray_id,unit_barcode,full_taxonomy,genus,len1_mm,len2_mm,spec_area_mm2,geocode,loc_transcription,country,province_state,county,city,prec_location,elevation_fr,elevation_to,elevation_fr_ft,elevation_to_ft,site_num,habitat,microhabitat,collect_method,date_from,date_to,collectors,other_collect_nums,sex,latitude,longitude,specimen,specimen_condition,mask_condition,notes
34_4_12_tray_07_spec_002,4801054,34_4_12,34_4_12_tray_07,56645,Cicindela (Cicindela) longilabris,Cicindela,14.80778552,5.53212709,61.38347906,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_07_spec_003,4801055,34_4_12,34_4_12_tray_07,56645,Cicindela (Cicindela) longilabris,Cicindela,14.01064166,5.517754264,55.18876606,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_07_spec_004,4801056,34_4_12,34_4_12_tray_07,56645,Cicindela (Cicindela) longilabris,Cicindela,14.62713812,5.133314356,56.68448246,NEA,claude,United States of America,Idaho,Bonner,Sagle,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_07_spec_005,4801057,34_4_12,34_4_12_tray_07,56645,Cicindela (Cicindela) longilabris,Cicindela,15.11276035,5.852876571,62.88824377,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_07_spec_006,4801058,34_4_12,34_4_12_tray_07,56645,Cicindela (Cicindela) longilabris,Cicindela,15.41829248,6.090757922,67.29954026,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_07_spec_007,4801059,34_4_12,34_4_12_tray_07,56645,Cicindela (Cicindela) longilabris,Cicindela,15.20190326,5.352804599,57.11101328,NEA,claude,United States of America,New Mexico,,Albuquerque,,,,,,,,,,,,,,,35.08529796,-106.6569248,Y,intact specimen,mask found,
34_4_12_tray_07_spec_008,4801060,34_4_12,34_4_12_tray_07,56645,Cicindela (Cicindela) longilabris,Cicindela,16.03587352,6.414530471,72.22577987,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_07_spec_009,4801061,34_4_12,34_4_12_tray_07,56645,Cicindela (Cicindela) longilabris,Cicindela,15.42856633,5.747111097,68.93093623,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_001,4801062,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,15.01119974,5.662774447,63.33741786,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_002,4801063,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,14.28297464,5.257213765,57.2731175,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_003,4801064,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,14.48293741,5.549481092,58.05775414,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_004,4801065,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,13.84040671,5.198643367,54.79572748,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_005,4725520,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,14.21083156,5.396867621,55.38026602,NEA,manual,United States of America,Montana,,,"Cabinet National Forest, Clarks Peak",,,4000,5000,,,,,,4-Jul-50,B. Malkin,,,47.1461817,-110.69486,Y,intact specimen,mask found,
34_4_12_tray_08_spec_006,4801066,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,14.91912836,6.204078581,67.27689699,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_007,4801067,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,13.55621273,5.790389311,56.58675176,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_008,4801068,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,15.36986657,5.929139263,64.892646,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_009,4801069,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,13.47212356,5.382351062,49.1594885,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_010,4801070,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,14.08857835,5.452962722,56.12551327,NEA,claude,United States of America,Utah,,Mammoth,,,,,,,,,,,,,,,39.92685746,-112.1263353,Y,intact specimen,mask found,
34_4_12_tray_08_spec_011,4801071,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,14.41454071,5.290673445,55.03323425,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_012,4801072,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,13.78603783,4.99611535,55.29811101,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_013,4801073,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,15.275522,5.829162286,63.3413793,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_014,4801074,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,13.76912593,5.423610036,56.68632814,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_015,4801075,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,14.59067854,5.35419205,54.91776706,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_016,4801076,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,13.45322777,5.156972485,52.92187294,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_08_spec_017,4801077,34_4_12,34_4_12_tray_08,56646,Cicindela (Cicindela) longilabris laurentii,Cicindela,14.39182806,5.071565447,53.97786871,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_001,4725533,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,15.68815858,6.402026446,71.21480055,NEA,manual,United States of America,Oregon,Harney,,"Steens Mountains, above Fish Lake",,,8000,9000,,,,,22-Jun-51,26-Jun-51,Borys Malkin,,,42.7372031,-118.64546,Y,intact specimen,mask found,
34_4_12_tray_09_spec_002,4801078,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,15.71080232,6.428550921,74.0068105,NEA,claude,United States of America,Oregon,,,Steens Mountains,,,,,,,,,,,,,,42.63644955,-118.5776109,Y,intact specimen,mask found,
34_4_12_tray_09_spec_003,4801079,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.6429269,5.145305754,56.20312162,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_004,4801080,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.20202247,5.352089712,54.26399323,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_005,4801081,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,15.57469466,5.764528533,66.82673254,NEA,claude,United States of America,Idaho,,,Wasatch Mountains,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_006,4801082,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,13.66683298,4.925882055,48.80980076,NEA,claude,United States of America,Idaho,,,Wasatch Mountains,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_007,4801083,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.6280152,5.99065274,61.8722226,NEA,claude,United States of America,Idaho,,,Wasatch Mountains,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_008,4801084,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.99233407,5.991824879,58.94169705,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_009,4801085,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.60532322,6.255261305,61.05900052,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_010,4801086,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.13000768,4.548834903,39.49085644,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_011,4801087,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.21409081,5.347756291,54.01910377,NEA,claude,United States of America,Idaho,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_012,4801088,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.37560066,5.518961586,56.68763362,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_013,4801089,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,13.87619689,5.500692997,56.32331553,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_014,4801090,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.80149431,5.223272597,55.01981935,NEA,claude,United States of America,Idaho,,,"Wasatch Mountains, Bloomington Lake",,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_015,4801091,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,15.12980085,5.341860568,56.26515428,NEA,claude,United States of America,Idaho,,,"Wasatch Mountains, Bloomington Lake",,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_016,4801092,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,13.40506415,4.708939418,46.73742369,NEA,claude,United States of America,Idaho,,,"Wasatch Mountains, Bloomington Lake",,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_017,4801093,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.8953114,5.264572619,58.30201337,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_018,4801094,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,15.59682775,6.429650232,63.69862981,NEA,claude,United States of America,Idaho,,,Wasatch Mountains,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_019,4801095,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.26308267,5.024462395,52.74680399,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_020,4801096,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.02988086,5.669821303,53.54814173,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_021,4801097,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.62673187,5.494010976,58.40577627,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_022,4801098,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,13.89331544,5.391384656,54.54124952,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_023,4801099,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,13.44103893,5.383839597,48.82888773,NEA,claude,United States of America,Idaho,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_024,4801100,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,15.90191424,6.293237488,68.02790634,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_025,4801101,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.33235294,5.304388616,55.52805501,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_026,4801102,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.1856192,5.593306606,56.96304423,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_027,4801103,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,16.69816215,6.508146672,72.75494818,NEA,claude,United States of America,Idaho,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_028,4801104,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,15.72517677,6.040104104,71.25675588,NEA,claude,United States of America,Idaho,,,Wasatch Mountains,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_029,4801105,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,13.37679552,5.29139663,53.15024137,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_030,4801106,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,15.25046402,5.677660267,60.78111401,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_09_spec_031,4801107,34_4_12,34_4_12_tray_09,56650,Cicindela (Cicindela) nebraskana,Cicindela,14.71131135,5.918043965,62.36834884,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_10_spec_001,4725528,34_4_12,34_4_12_tray_10,56651,Cicindela (Cicindelidia) luteolineata,Cicindela,17.44200063,7.008525085,90.16721908,NEO,manual,Mexico,Zacatecas,,,4mi W Monte Escobido,,,,7800,,,,,19-Jul-54,20-Jul-54,,,,22.298252,-103.63781,Y,intact specimen,mask found,
34_4_12_tray_10_spec_002,4801108,34_4_12,34_4_12_tray_10,56651,Cicindela (Cicindelidia) luteolineata,Cicindela,17.80021904,7.045655008,94.37270039,NEO,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_10_spec_003,4801109,34_4_12,34_4_12_tray_10,56651,Cicindela (Cicindelidia) luteolineata,Cicindela,16.911045,6.861775302,83.26543278,NEO,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_10_spec_004,4801110,34_4_12,34_4_12_tray_10,56651,Cicindela (Cicindelidia) luteolineata,Cicindela,18.08144586,6.563797594,93.70780749,NEO,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_10_spec_005,4801111,34_4_12,34_4_12_tray_10,56651,Cicindela (Cicindelidia) luteolineata,Cicindela,15.46090469,6.130539101,70.2530242,NEO,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_10_spec_006,4801112,34_4_12,34_4_12_tray_10,56651,Cicindela (Cicindelidia) luteolineata,Cicindela,16.55313498,6.292128653,77.3590051,NEO,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_10_spec_007,4801113,34_4_12,34_4_12_tray_10,56651,Cicindela (Cicindelidia) luteolineata,Cicindela,18.5383882,6.923923257,88.89653988,NEO,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_001,4725522,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,13.98886297,5.680490106,54.55290878,NEA,manual,United States of America,Idaho,,,Moscow Mountain,,,,,,,,,,2-May-53,"B. Malkin, W. F. Barr",,,46.805492,-116.86122,Y,intact specimen,mask found,
34_4_12_tray_11_spec_002,4801114,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.22394319,5.951033306,58.5769288,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_003,4801115,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.45261587,5.638037097,57.54312614,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_004,4801116,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,15.1016755,5.601775024,61.74473603,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_005,4801117,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.49420661,5.139703324,55.41564895,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_006,4801118,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,13.5309783,5.26159609,51.50682601,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_007,4801119,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,15.47575561,6.190516911,69.00152202,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_008,4801120,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.91608655,5.825361514,62.83710509,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_009,4801121,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,15.0999137,5.859610308,64.75656128,NEA,claude,United States of America,Washington,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_010,4801122,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.77309132,5.887271156,61.25360662,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_011,4801123,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,15.75903468,5.848752561,65.42595582,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_012,4801124,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.52485973,5.878700947,60.42940052,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_013,4801125,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,15.24615082,5.744306241,64.96062083,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_014,4801126,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,13.9436249,5.525246813,52.93794381,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_015,4801127,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,15.48769469,5.869527703,62.05350383,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_016,4801128,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.76758096,5.21462114,57.50859852,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_017,4801129,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,15.30673678,5.639785414,64.27704611,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_018,4801130,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.15539541,5.383388062,53.38801823,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_019,4801131,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.33346792,5.249132839,53.76885736,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_020,4801132,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,12.89369078,5.202988503,47.05735557,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_021,4801133,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,13.25170938,5.64174863,50.52731318,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_022,4801134,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,16.19984785,6.187025444,69.88875113,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_023,4801135,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,13.65938356,5.54668992,53.45284191,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_024,4801136,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.54509316,5.712400603,58.94174207,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_025,4801137,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,15.53647771,5.672742345,63.43568875,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_026,4801138,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.28464183,4.990886646,52.83391081,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_027,4801139,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,13.00608686,5.303870905,50.83878197,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_028,4801140,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.00423987,5.369371655,55.91852765,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_029,4801141,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,14.65281659,6.381827974,65.03674364,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_030,4801142,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,15.28906025,5.410396799,58.91329167,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_031,4801143,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,13.30174488,5.281518735,51.86196074,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_11_spec_032,4801144,34_4_12,34_4_12_tray_11,56658,Cicindela (Cicindela) longilabris perviridis,Cicindela,15.20204539,5.813944291,63.07987877,NEA,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_12_spec_001,4725526,34_4_12,34_4_12_tray_12,56644,Cicindela (Calomera) lunulata,Cicindela,14.4379223,5.716284359,58.17992877,PAL,manual,Spain,Cadiz,,,2km S of El Puerto de Santa Marâˆšâ‰ a (Pte de Sta. Maria),,,,,,,,,,30-Aug-70,,B-0177,,36.521559,-6.223182,Y,intact specimen,mask found,
34_4_12_tray_12_spec_002,4801145,34_4_12,34_4_12_tray_12,56644,Cicindela (Calomera) lunulata,Cicindela,13.31828359,5.424946186,52.16145515,PAL,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_12_spec_003,4801146,34_4_12,34_4_12_tray_12,56644,Cicindela (Calomera) lunulata,Cicindela,11.91783566,4.495317804,40.21634147,PAL,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_12_spec_004,4801147,34_4_12,34_4_12_tray_12,56644,Cicindela (Calomera) lunulata,Cicindela,14.44159787,5.745881203,61.3345912,PAL,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_12_spec_005,4801148,34_4_12,34_4_12_tray_12,56644,Cicindela (Calomera) lunulata,Cicindela,13.70617405,5.468049254,52.65807657,PAL,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_12_spec_006,4801149,34_4_12,34_4_12_tray_12,56644,Cicindela (Calomera) lunulata,Cicindela,13.26311849,4.830807919,50.92931004,PAL,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_12_spec_007,4801150,34_4_12,34_4_12_tray_12,56644,Cicindela (Calomera) lunulata,Cicindela,13.90573587,5.462390506,55.61457662,PAL,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_12_spec_008,4801151,34_4_12,34_4_12_tray_12,56644,Cicindela (Calomera) lunulata,Cicindela,12.03600602,4.889264027,39.17065447,PAL,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_12_spec_009,4801152,34_4_12,34_4_12_tray_12,56644,Cicindela (Calomera) lunulata,Cicindela,14.81245734,5.771958118,60.2757594,PAL,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_12_spec_010,4801153,34_4_12,34_4_12_tray_12,56644,Cicindela (Calomera) lunulata,Cicindela,13.24971178,5.212272507,49.57463016,PAL,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
34_4_12_tray_12_spec_011,4801154,34_4_12,34_4_12_tray_12,56644,Cicindela (Calomera) lunulata,Cicindela,13.10732013,5.419690978,50.44763408,PAL,claude,,,,,,,,,,,,,,,,,,,,,Y,intact specimen,mask found,
