tray_id,specimen_id,label_group,match_type,verbatim_text,country,stateProvince,county,municipality,verbatimLocality,locality,waterBody,islandGroup,island,verbatimElevation,habitat,samplingProtocol,collector,verbatimEventDate,identifiedBy,verbatimCoordinates,possibleName,flags,source,human_corrections
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_005,1,unique,[illeg. handwritten label] | PE[RU] Rio [?] III: leg.,Peru,,,,PE[RU] Rio  III:,Rio,,,,,,,,III,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_006,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_007,2,unique,Ciudad Bolivar VII-[4?] E. A. Klages NEZ. | [C]ollection,Venezuela,Bolívar,,Ciudad Bolívar,Ciudad Bolivar VII-[4?] E. A. Klages NEZ.,,,,,,,,E. A. Klages,VII-[4?],,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_008,3,unique,Ciudad Bolivar VI-[6?] E. A. Klages NEZ. | [C]ollection,Venezuela,Bolívar,,Ciudad Bolívar,Ciudad Bolivar VI-[6?] E. A. Klages NEZ.,,,,,,,,E. A. Klages,VI-[6?],,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_009,7,unique,Ciudad Bolivar 7.[2?]4 E. A. Klages NEZ. | [C]ollection,Venezuela,Bolívar,,Ciudad Bolívar,Ciudad Bolivar 7.[2?]4 E. A. Klages NEZ.,,,,,,,,E. A. Klages,7.[2?]4,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_010,6,unique,Ciudad Bolivar 6.[?]3 E. A. [Klages?] Collection,Venezuela,Bolívar,,Ciudad Bolívar,Ciudad Bolivar 6.3 E. A. [Klages?],,,,,,,,E. A. Klages,6.3,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_011,5,unique,CNHM 1[9]65 [?] 3[?] 8[?],,,,,,,,,,,,,,1965,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_012,10,unique,J. F. Zikán | [B?] [?] [?] 1904 ♂,Brazil,,,,,,,,,,,,J. F. Zikán,1904,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_013,8,unique,J. F. Zikán | B[RASIL?] [?] 3. [?] 13. [?],Brazil,,,,B[RASIL?]  3.  13.,,,,,,,,J. F. Zikán,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_014,11,similar,PERU: Loreto: E[stirón?] Rio [Ana?-Yacu?] III:2[9?] leg. [B.?] [Malkin?],Peru,Loreto,,,PERU: Loreto: E Rio [Ana?-Yacu?] III:2[9?],Rio [Yacu?],,,,,,,B. Malkin,III:2[9?],,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_015,9,unique,PERU: [Loreto:] E[s?] Rio [Au?] III:29 [?] 1970 leg. [?] [n?],Peru,Loreto,,,PERU: [Loreto:] E[s?] Rio [Au?] III:29 1970,Rio [Au?],,,,,,,,III:29 1970,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_016,11,similar,PERU: Loreto: E[stirón?] Rio [Ana?-Yacu?] III:2[9?] leg. [B.?] [Malkin?],Peru,Loreto,,,PERU: Loreto: E Rio [Ana?-Yacu?] III:2[9?],Rio [Yacu?],,,,,,,B. Malkin,III:2[9?],,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_017,12,similar,"PERU: Ucayali: [?] 20km from Colonia R. Calleria X-5[-10] leg. B. M[alkin] IX-30, 19[61]",Peru,Ucayali,,,"PERU: Ucayali: 20km from Colonia R. Calleria IX-10 [or X-5] IX-30, 1961",20km from Colonia R. Calleria,,,,,,,B. Malkin,"IX-10 [to] IX-30, 1961",,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_018,12,similar,"PERU: Ucayali: [?] 20km from Colonia R. Calleria X-5[-10] leg. B. M[alkin] IX-30, 19[61]",Peru,Ucayali,,,"PERU: Ucayali: 20km from Colonia R. Calleria IX-10 [or X-5] IX-30, 1961",20km from Colonia R. Calleria,,,,,,,B. Malkin,"IX-10 [to] IX-30, 1961",,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_019,11,similar,PERU: Loreto: E[stirón?] Rio [Ana?-Yacu?] III:2[9?] leg. [B.?] [Malkin?],Peru,Loreto,,,PERU: Loreto: E Rio [Ana?-Yacu?] III:2[9?],Rio [Yacu?],,,,,,,B. Malkin,III:2[9?],,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_020,11,similar,PERU: Loreto: E[stirón?] Rio [Ana?-Yacu?] III:2[9?] leg. [B.?] [Malkin?],Peru,Loreto,,,PERU: Loreto: E Rio [Ana?-Yacu?] III:2[9?],Rio [Yacu?],,,,,,,B. Malkin,III:2[9?],,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_021,13,unique,Tapirape Indian Village [?] of [?] BRASIL R[o?] B[?] N[?] B. M. Gr[oso?] leg. [Malkin?],Brazil,,,,Tapirape Indian Village  of  BRASIL R[o?] B N B. M. Gr[oso?],Tapirape Indian Village,,,,,,,B. M. Gr[oso?],,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_022,12,similar,"PERU: Ucayali: [?] 20km from Colonia R. Calleria X-5[-10] leg. B. M[alkin] IX-30, 19[61]",Peru,Ucayali,,,"PERU: Ucayali: 20km from Colonia R. Calleria IX-10 [or X-5] IX-30, 1961",20km from Colonia R. Calleria,,,,,,,B. Malkin,"IX-10 [to] IX-30, 1961",,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_023,12,similar,"PERU: Ucayali: [?] 20km from Colonia R. Calleria X-5[-10] leg. B. M[alkin] IX-30, 19[61]",Peru,Ucayali,,,"PERU: Ucayali: 20km from Colonia R. Calleria IX-10 [or X-5] IX-30, 1961",20km from Colonia R. Calleria,,,,,,,B. Malkin,"IX-10 [to] IX-30, 1961",,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_024,11,similar,PERU: Loreto: E[stirón?] Rio [Ana?-Yacu?] III:2[9?] leg. [B.?] [Malkin?],Peru,Loreto,,,PERU: Loreto: E Rio [Ana?-Yacu?] III:2[9?],Rio [Yacu?],,,,,,,B. Malkin,III:2[9?],,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_025,16,unique,"BRASIL: Mato [Grosso?], XI. [?] M. Gross[o?] B. Martin leg. 1960.",Brazil,Mato Grosso,,,Mato Grosso,,,,,,,,B. Martin,XI. 1960,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_026,14,similar,"PERU: Loreto, 20km. Ucayali, Colonia R. Calleria, IX-10 to [X?]-30, 19[6?]. B. Malkin leg.",Peru,Loreto,,,"20km. Ucayali, Colonia R. Calleria","20 km Ucayali, Colonia R. Calleria",,,,,,,B. Malkin,IX-10 to X-30,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_027,14,similar,"PERU: Loreto, 20km. Ucayali, Colonia R. Calleria, IX-10 to [X?]-30, 19[6?]. B. Malkin leg.",Peru,Loreto,,,"20km. Ucayali, Colonia R. Calleria","20 km Ucayali, Colonia R. Calleria",,,,,,,B. Malkin,IX-10 to X-30,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_028,15,unique,H.O. Puc[allpa?] AR[?] PERU,Peru,,,Pucallpa,"Pucallpa, Peru",,,,,,,,,,,,H.O.,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_029,14,similar,"PERU: Loreto, 20km. Ucayali, Colonia R. Calleria, IX-10 to [X?]-30, 19[6?]. B. Malkin leg.",Peru,Loreto,,,"20km. Ucayali, Colonia R. Calleria","20 km Ucayali, Colonia R. Calleria",,,,,,,B. Malkin,IX-10 to X-30,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_030,14,similar,"PERU: Loreto, 20km. Ucayali, Colonia R. Calleria, IX-10 to [X?]-30, 19[6?]. B. Malkin leg.",Peru,Loreto,,,"20km. Ucayali, Colonia R. Calleria","20 km Ucayali, Colonia R. Calleria",,,,,,,B. Malkin,IX-10 to X-30,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_031,14,similar,"PERU: Loreto, 20km. Ucayali, Colonia R. Calleria, IX-10 to [X?]-30, 19[6?]. B. Malkin leg.",Peru,Loreto,,,"20km. Ucayali, Colonia R. Calleria","20 km Ucayali, Colonia R. Calleria",,,,,,,B. Malkin,IX-10 to X-30,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_032,14,similar,"PERU: Loreto, 20km. Ucayali, Colonia R. Calleria, IX-10 to [X?]-30, 19[6?]. B. Malkin leg.",Peru,Loreto,,,"20km. Ucayali, Colonia R. Calleria","20 km Ucayali, Colonia R. Calleria",,,,,,,B. Malkin,IX-10 to X-30,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_033,17,unique,COLOMBIA: [Dept.?] N. [?] P. Pang[?] Rio [?] Jan. [?] Mal[kin?] leg. [B?]urchard 1971,Colombia,,,,N. P. Pang Rio,Rio Pang,,,,,,,Malkin,Jan. 1971,,,Burchard,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_034,18,unique,COLOMBIA: Dept. [?] Becerr[il?] IX. I[?] leg.,Colombia,,,Becerril,Becerril,,,,,,,,,IX.,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_01,cicindelidae_34_4_3_tray_01_spec_035,19,unique,BRASIL: [?] XI-25-7[0?] leg. B. Mal[kin?] | Cicindela argentata Fabricii,Brazil,,,,Brasil,,,,,,,,B. Malkin,XI-25-70,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_02,cicindelidae_34_4_3_tray_02_spec_001,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_02,cicindelidae_34_4_3_tray_02_spec_002,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_02,cicindelidae_34_4_3_tray_02_spec_003,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_02,cicindelidae_34_4_3_tray_02_spec_004,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_02,cicindelidae_34_4_3_tray_02_spec_005,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_02,cicindelidae_34_4_3_tray_02_spec_006,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_02,cicindelidae_34_4_3_tray_02_spec_007,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_02,cicindelidae_34_4_3_tray_02_spec_008,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_02,cicindelidae_34_4_3_tray_02_spec_009,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_02,cicindelidae_34_4_3_tray_02_spec_010,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_001,1,identical,"MEXICO, Sonora | 1.5mi N Navojoa | VIII-25-1964 | G.Noonan coll.",Mexico,Sonora,,Navojoa,1.5mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan,VIII-25-1964,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_002,1,identical,"MEXICO, Sonora | 1.5mi N Navojoa | VIII-25-1964 | G.Noonan coll.",Mexico,Sonora,,Navojoa,1.5mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan,VIII-25-1964,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_003,1,identical,"MEXICO, Sonora | 1.5mi N Navojoa | VIII-25-1964 | G.Noonan coll.",Mexico,Sonora,,Navojoa,1.5mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan,VIII-25-1964,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_004,2,identical,MEXICO Sonora S. | 1.5 mi N Navojoa | VIII-25-64 | G.Noonan&L.Hawkins,Mexico,Sonora,,Navojoa,1.5 mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan & L. Hawkins,VIII-25-64,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_005,1,identical,"MEXICO, Sonora | 1.5mi N Navojoa | VIII-25-1964 | G.Noonan coll.",Mexico,Sonora,,Navojoa,1.5mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan,VIII-25-1964,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_006,2,identical,MEXICO Sonora S. | 1.5 mi N Navojoa | VIII-25-64 | G.Noonan&L.Hawkins,Mexico,Sonora,,Navojoa,1.5 mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan & L. Hawkins,VIII-25-64,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_007,1,identical,"MEXICO, Sonora | 1.5mi N Navojoa | VIII-25-1964 | G.Noonan coll.",Mexico,Sonora,,Navojoa,1.5mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan,VIII-25-1964,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_008,1,identical,"MEXICO, Sonora | 1.5mi N Navojoa | VIII-25-1964 | G.Noonan coll.",Mexico,Sonora,,Navojoa,1.5mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan,VIII-25-1964,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_009,2,identical,MEXICO Sonora S. | 1.5 mi N Navojoa | VIII-25-64 | G.Noonan&L.Hawkins,Mexico,Sonora,,Navojoa,1.5 mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan & L. Hawkins,VIII-25-64,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_010,2,identical,MEXICO Sonora S. | 1.5 mi N Navojoa | VIII-25-64 | G.Noonan&L.Hawkins,Mexico,Sonora,,Navojoa,1.5 mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan & L. Hawkins,VIII-25-64,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_011,2,identical,MEXICO Sonora S. | 1.5 mi N Navojoa | VIII-25-64 | G.Noonan&L.Hawkins,Mexico,Sonora,,Navojoa,1.5 mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan & L. Hawkins,VIII-25-64,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_012,2,identical,MEXICO Sonora S. | 1.5 mi N Navojoa | VIII-25-64 | G.Noonan&L.Hawkins,Mexico,Sonora,,Navojoa,1.5 mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan & L. Hawkins,VIII-25-64,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_013,2,identical,MEXICO Sonora S. | 1.5 mi N Navojoa | VIII-25-64 | G.Noonan&L.Hawkins,Mexico,Sonora,,Navojoa,1.5 mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan & L. Hawkins,VIII-25-64,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_014,1,identical,"MEXICO, Sonora | 1.5mi N Navojoa | VIII-25-1964 | G.Noonan coll.",Mexico,Sonora,,Navojoa,1.5mi N Navojoa,1.5 mi N Navojoa,,,,,,,G. Noonan,VIII-25-1964,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_015,3,unique,MEXICO Sinaloa | [illeg.]acklite IX-2- | 64 G.Noonan,Mexico,Sinaloa,,,acklite,,,,,,,,G. Noonan,IX-2-64,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_016,4,similar,M[exico] Sina[loa] | [illeg.]ackl[ite] | [X]-2-64 | [G.Noonan],Mexico,Sinaloa,,,acklite,,,,,,,,G. Noonan,X-2-64,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_017,4,similar,M[exico] Sina[loa] | [illeg.]ackl[ite] | [X]-2-64 | [G.Noonan],Mexico,Sinaloa,,,acklite,,,,,,,,G. Noonan,X-2-64,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_018,4,similar,M[exico] Sina[loa] | [illeg.]ackl[ite] | [X]-2-64 | [G.Noonan],Mexico,Sinaloa,,,acklite,,,,,,,,G. Noonan,X-2-64,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_019,5,unique,Me[xico] Sinaloa | mi [N] | Di[st.?] | [illeg.]ite,Mexico,Sinaloa,,,Di[st.?] ite,,,,,,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_020,7,unique,Mex. S[inaloa] | [1-2?] | [illeg.] place | [illeg.] c[illeg.] a,Mexico,Sinaloa,,,Mex. Sinaloa,,,,,,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_021,6,unique,Me[xico] Sinaloa | m[i] | b[?] | [illeg.]te,Mexico,Sinaloa,,,te,,,,,,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_022,8,similar,Me[xico] Sina[loa] | [illeg.] k[illeg.] ite | [illeg.],Mexico,Sinaloa,,,Mex. Sinaloa,,,,,,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_023,8,similar,Me[xico] Sina[loa] | [illeg.] k[illeg.] ite | [illeg.],Mexico,Sinaloa,,,Mex. Sinaloa,,,,,,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_024,10,unique,MEXICO | Chihuahua[?] | Aug[?],Mexico,,,,MEXICO,,,,,,,,,Aug,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_03,cicindelidae_34_4_3_tray_03_spec_025,9,unique,"MEXICO: Sonora, N[avajoa?] | [VII-]25-1[9--] | [R.B.] &J. N[oonan?]",Mexico,Sonora,,Navajoa,"MEXICO: Sonora, Navajoa",,,,,,,,R.B. & J. Noonan,VII-25-19[??],,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_001,1,unique,VII:1:41 | S. Cruz MEX | Det. J. Bern[holz?],Mexico,,,,S. Cruz MEX,S. Cruz,,,,,,,,VII:1:41,J. Bern[holz?],,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_002,2,unique,C. Veracruz | VIII:22:4[?] | [Det. J. Bernholz?],Mexico,Veracruz,,,C. Veracruz,,,,,,,,,VIII:22:4,J. Bernholz,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_003,3,unique,Col(s.) S.L.P. | VI:20:41 MEX | Det. J. Bernholz,Mexico,San Luis Potosí,,,Col(s.) S.L.P. MEX,,,,,,,,,VI:20:41,J. Bernholz,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_004,4,unique,"S. Clara, [r. valle?] | Cab[allero?]",,,,Santa Clara,"S. Clara, r. valle, Cab[allero?]",,,,,,,,,,,,,ambiguous_locality,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_005,5,unique,[illeg.] | [illeg.] COSILY[?] | [illeg.],,,,,,,,,,,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_006,6,unique,Co[?] | VI:20:35,,,,,Co,,,,,,,,,VI:20:35,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_007,7,unique,Finca El Zoc[ote?] | VIII:9[?] | Elev. 5500 ft.,,,,,Finca El Zoc[ote?],Finca El Zocote,,,,5500 ft.,,,,VIII:9,,,,ambiguous_locality,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_008,8,similar,"Lanquin, Alta [Vera]paz | Elev. [1]000 [ft.]",Guatemala,Alta Verapaz,,Lanquin,"Lanquin, Alta Vera[paz]",,,,,1000 ft.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_009,9,similar,"Lanquin, Alta Vera[paz] | V[?] | Elev. [1]000 ft.",Guatemala,Alta Verapaz,,Lanquin,"Lanquin, Alta Vera[paz]",,,,,1000 ft.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_010,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_011,10,unique,"Santa Clara, [illeg.] | D. [illeg.] Sierra [?] | (N. of Cañanas) | D VE[?]",,,,Santa Clara,"Santa Clara, (N. of Cañanas)",N. of Cañanas,,,,,,,,,,,,ambiguous_locality,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_012,11,similar,"Finca San Rafael, Saca[tepéquez?] | VI[?] | Elev. 6900 ft.",Guatemala,Sacatepéquez,,,"Finca San Rafael, Sacatepéquez",Finca San Rafael,,,,6900 ft.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_013,12,similar,"Finca San Rafael, [illeg.] GUAT. | Elev. 6900 ft.",Guatemala,,,,"Finca San Rafael, GUAT.",Finca San Rafael,,,,6900 ft.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_014,13,similar,"Finca San Rafael, Sac[atepéquez?] | Elev. 6[9?]00 ft.",Guatemala,Sacatepéquez,,,"Finca San Rafael, Sacatepéquez",Finca San Rafael,,,,6900 ft.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_015,14,similar,"CAN[?] | Lanquin, Alta Vera ALA | Elev. 1000 ft.",Guatemala,Alta Verapaz,,Lanquin,"Lanquin, Alta Vera ALA",,,,,1000 ft.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_016,15,similar,"Lanquin, Alta Vera | [illeg.] | Elev. 1000 ft.",Guatemala,Alta Verapaz,,Lanquin,"Lanquin, Alta Vera",,,,,1000 ft.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_017,16,similar,"Lanquin, Alta Vera | [illeg.] | Elev. 1000 ft.",Guatemala,Alta Verapaz,,Lanquin,"Lanquin, Alta Vera",,,,,1000 ft.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_018,17,similar,"Lanquin, Alta Vera | [illeg.] | Elev. 1000 ft.",Guatemala,Alta Verapaz,,Lanquin,"Lanquin, Alta Vera",,,,,1000 ft.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_019,18,similar,"Lanquin, Alta Vera | P[?] ALA | Elev. 1000 ft.",Guatemala,Alta Verapaz,,Lanquin,"Lanquin, Alta Vera ALA",,,,,1000 ft.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_020,19,similar,"Lanquin, Alta Vera | [P?] GUATEMALA | Elev. 1000 ft.",Guatemala,Alta Verapaz,,Lanquin,"Lanquin, Alta Vera, GUATEMALA",,,,,1000 ft.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_021,20,similar,"Finca San Rafael, [Saca?] | Elev. 5900 ft.",Guatemala,Sacatepéquez,,,"Finca San Rafael, Saca[tepéquez?]",Finca San Rafael,,,,5900 ft.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_04,cicindelidae_34_4_3_tray_04_spec_022,21,unique,"Finca San Rafael, Sacatepe[quez?] Hue[huetenango?] | Elev. [?]",Guatemala,,,,"Finca San Rafael, Sacatepe",Finca San Rafael,,,,Elev.,,,,,,,,,claude-sonnet-4-6,FALSE
cicindelidae_34_4_3_tray_05,cicindelidae_34_4_3_tray_05_spec_001,,no_text_detected,,,,,,,,,,,,,,,,,,,no_text,claude-sonnet-4-6,FALSE
