full_id,tray_id,country_transc,country_est,country_all,continent,latitude,longitude,country_source,transcription_from,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_008,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_009,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_010,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_011,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_012,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_013,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_014,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_015,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_016,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_017,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_018,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_019,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_020,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_021,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_022,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_023,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_024,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_025,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_026,34_4_14_tray_14,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_027,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_028,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_029,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_030,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_031,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_032,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_033,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_034,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_035,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_036,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_037,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_14_spec_038,34_4_14_tray_14,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_15_spec_001,34_4_14_tray_15,United States of America,transcribed,United States of America,North America,32.2627105,-109.79654,transcribed,manual,,,,,,,,,,,,,,,,,
34_4_14_tray_15_spec_002,34_4_14_tray_15,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_4_14_tray_16_spec_001,34_4_14_tray_16,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_16_spec_002,34_4_14_tray_16,United States of America,transcribed,United States of America,North America,,,transcribed,manual,,,,,,,,,,,,,,,,,
34_4_14_tray_16_spec_003,34_4_14_tray_16,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_16_spec_004,34_4_14_tray_16,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_17_spec_001,34_4_14_tray_17,South Africa,transcribed,South Africa,Africa,,,transcribed,manual,,,,,,,,,,,,,,,,,
34_4_14_tray_18_spec_001,34_4_14_tray_18,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_18_spec_002,34_4_14_tray_18,United States of America,transcribed,United States of America,North America,37.8422638,-112.82492,transcribed,manual,,,,,,,,,,,,,,,,,
34_4_14_tray_18_spec_003,34_4_14_tray_18,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_18_spec_004,34_4_14_tray_18,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_18_spec_005,34_4_14_tray_18,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_18_spec_006,34_4_14_tray_18,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_18_spec_007,34_4_14_tray_18,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_19_spec_001,34_4_14_tray_19,India,transcribed,India,Asia,23.0028385,85.0145903,transcribed,manual,,,,,,,,,,,,,,,,,
34_4_14_tray_20_spec_001,34_4_14_tray_20,,India,India,Asia,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_20_spec_002,34_4_14_tray_20,India,transcribed,India,Asia,,,transcribed,manual,,,,,,,,,,,,,,,,,
34_4_14_tray_20_spec_003,34_4_14_tray_20,,India,India,Asia,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_14_tray_20_spec_004,34_4_14_tray_20,,India,India,Asia,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_001,34_4_15_tray_01,United States of America,transcribed,United States of America,North America,25.938133,-80.150376,transcribed,manual,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_002,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_003,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_004,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_005,34_4_15_tray_01,United States of America,transcribed,United States of America,North America,41.86683825,-87.69686902,transcribed,claude,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_006,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_007,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_008,34_4_15_tray_01,United States of America,transcribed,United States of America,North America,25.69862288,-80.5486191,transcribed,claude,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_009,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_010,34_4_15_tray_01,United States of America,transcribed,United States of America,North America,35.46968875,-101.879457,transcribed,claude,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_011,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_012,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_013,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_014,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_015,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_016,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_017,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_018,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_019,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_020,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_021,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_022,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_023,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_024,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_025,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_026,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_027,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_028,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_029,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_030,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_031,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_032,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_033,34_4_15_tray_01,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_01_spec_034,34_4_15_tray_01,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_001,34_4_15_tray_02,United States of America,transcribed,United States of America,North America,40.2705648,-90.27056,transcribed,manual,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_002,34_4_15_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_003,34_4_15_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_004,34_4_15_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_005,34_4_15_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_006,34_4_15_tray_02,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_007,34_4_15_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_008,34_4_15_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_009,34_4_15_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_010,34_4_15_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_011,34_4_15_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_012,34_4_15_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_02_spec_013,34_4_15_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_001,34_4_15_tray_03,United States of America,transcribed,United States of America,North America,41.7880756,-87.809267,transcribed,manual,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_002,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_003,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_004,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_005,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_006,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_007,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_008,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_009,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_010,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_011,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_012,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_013,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_014,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_015,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_016,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_017,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_018,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_019,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_020,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_021,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_022,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_023,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_024,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_025,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_026,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_027,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_028,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_029,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_030,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_031,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_032,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_033,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_034,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_035,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_036,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_037,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_038,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_039,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_040,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_041,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_042,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_043,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_044,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_045,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_03_spec_046,34_4_15_tray_03,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_001,34_4_15_tray_04,United States of America,transcribed,United States of America,North America,35.1693329,-103.72529,transcribed,manual,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_002,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_003,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_004,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_005,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_006,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_007,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_008,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_009,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_010,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_011,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_012,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_013,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_014,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_015,34_4_15_tray_04,United States of America,transcribed,United States of America,North America,39.75321923,-104.9248268,transcribed,claude,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_016,34_4_15_tray_04,United States of America,transcribed,United States of America,North America,39.75321923,-104.9248268,transcribed,claude,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_017,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_018,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_019,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_020,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_04_spec_021,34_4_15_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_001,34_4_15_tray_05,United States of America,transcribed,United States of America,North America,41.8766336,-87.607548,transcribed,manual,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_002,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_003,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_004,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_005,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_006,34_4_15_tray_05,United States of America,transcribed,United States of America,North America,41.86683825,-87.69686902,transcribed,claude,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_007,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_008,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_009,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_010,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_011,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_012,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_013,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_014,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_015,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_016,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_017,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_018,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_019,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_020,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_021,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_022,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_023,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_024,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_025,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_026,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_027,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_028,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_029,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_030,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_031,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_032,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_033,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_034,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_035,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_05_spec_036,34_4_15_tray_05,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_06_spec_001,34_4_15_tray_06,United States of America,transcribed,United States of America,North America,39.8901418,-88.947798,transcribed,manual,,,,,,,,,,,,,,,,,
34_4_15_tray_06_spec_002,34_4_15_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_06_spec_003,34_4_15_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_06_spec_004,34_4_15_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_06_spec_005,34_4_15_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_4_15_tray_06_spec_006,34_4_15_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
